Age,Attrition,DistanceFromHome,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,WorkLifeBalance,NumCompaniesWorked,OverTime
42,No,2,20,4,4,Married,10124,1,2,Yes
40,No,9,8,1,1,Married,5473,4,0,No
33,No,28,15,2,3,Married,5207,3,1,Yes
40,No,6,21,3,4,Single,16437,3,1,Yes
24,No,21,1,3,1,Divorced,2296,3,0,No
40,No,8,2,4,4,Divorced,4069,3,3,Yes
45,No,1,10,1,2,Divorced,7441,3,1,No
35,No,28,5,2,3,Married,2430,3,0,No
32,No,5,7,4,2,Married,5878,3,3,No
36,No,2,3,3,4,Single,2644,2,3,Yes
48,No,16,8,3,3,Divorced,6439,3,8,No
29,No,9,1,3,3,Married,2451,2,6,No
33,No,8,2,1,1,Married,6392,1,2,No
30,Yes,1,10,2,1,Married,9714,3,1,No
38,No,10,6,3,3,Married,6077,3,3,No
35,No,1,3,4,1,Single,2450,3,1,No
30,No,29,4,3,2,Married,9250,3,3,No
35,Yes,2,1,1,1,Divorced,2074,3,1,Yes
53,Yes,2,33,3,4,Married,10169,3,0,No
38,Yes,2,5,3,2,Married,4855,3,4,No
32,No,1,6,4,1,Married,4087,2,4,No
48,No,15,8,3,1,Married,2367,2,8,No
34,No,7,1,1,4,Single,2972,1,1,No
55,No,26,36,3,4,Married,19586,3,1,No
34,No,1,2,2,4,Married,5484,2,9,No
26,No,3,1,1,4,Married,2061,3,1,No
38,No,14,9,3,2,Married,9924,3,0,No
38,No,16,3,2,2,Single,4198,4,2,No
36,No,1,1,2,3,Single,6815,3,6,No
29,No,3,10,2,1,Single,4723,3,1,Yes
35,No,10,5,1,3,Single,6142,3,3,Yes
39,No,6,7,4,3,Married,8237,3,2,No
29,No,2,6,1,4,Divorced,8853,4,1,No
50,No,9,1,3,3,Married,19331,3,4,Yes
23,No,10,2,4,3,Married,2073,3,2,No
36,No,6,3,1,1,Married,5562,3,3,Yes
42,No,9,1,4,4,Single,19613,3,8,No
35,No,28,10,2,3,Married,3407,2,1,No
34,No,10,8,4,3,Married,5063,2,1,No
40,No,14,5,4,1,Married,4639,3,1,No
43,No,27,6,4,2,Divorced,4876,3,5,No
35,No,7,1,3,4,Married,2690,2,1,No
46,No,1,26,4,1,Single,17567,1,1,No
28,Yes,24,1,3,2,Married,2408,3,1,Yes
22,No,26,4,2,3,Married,2814,2,1,Yes
50,No,20,30,2,3,Married,11245,3,2,Yes
32,No,5,3,2,4,Married,3312,3,3,No
44,No,7,22,2,4,Divorced,19049,2,0,Yes
30,No,7,6,2,2,Married,2141,2,1,No
45,No,5,10,3,1,Single,5769,3,1,Yes
45,No,26,10,1,1,Married,4385,3,1,No
31,No,2,5,4,1,Single,5332,3,7,No
36,No,12,3,3,3,Married,4663,3,9,Yes
34,No,10,9,3,4,Divorced,4724,3,1,No
49,No,25,9,3,1,Married,3211,2,1,No
39,No,10,7,2,1,Married,5377,3,2,No
27,No,19,7,4,1,Divorced,4066,3,1,No
35,No,18,16,2,1,Married,5208,3,1,No
28,No,27,5,2,1,Divorced,4877,2,0,No
21,No,5,2,3,4,Single,3117,3,1,No
18,Yes,3,0,2,4,Single,1569,4,1,Yes
47,No,26,5,4,3,Married,19658,3,3,No
39,No,3,10,3,3,Divorced,3069,3,0,No
40,No,15,18,1,3,Married,10435,3,1,No
35,No,8,14,3,3,Married,4148,3,1,No
37,No,19,4,3,3,Married,5768,2,3,No
39,No,4,9,1,3,Single,5042,1,0,No
45,No,2,10,4,4,Divorced,5770,3,1,No
38,No,2,5,4,3,Married,7756,4,3,Yes
35,Yes,10,13,4,1,Married,10306,3,9,No
37,No,10,8,2,2,Married,3936,1,1,No
40,No,16,4,3,4,Single,7945,2,6,Yes
44,No,1,10,1,4,Married,5743,3,4,Yes
48,No,4,2,3,4,Married,15202,3,2,No
35,Yes,15,2,1,4,Divorced,5440,2,6,Yes
24,No,2,6,1,4,Single,3760,3,1,Yes
27,No,8,3,2,3,Married,3517,3,7,No
27,No,2,4,4,4,Single,2580,2,2,No
40,Yes,7,4,1,1,Single,2166,1,3,Yes
29,No,10,5,3,3,Single,5869,3,9,No
36,No,5,3,2,1,Married,8008,3,4,No
25,No,2,7,4,3,Divorced,5206,3,1,No
39,No,12,5,4,2,Married,5295,3,4,No
49,No,22,4,1,2,Married,16413,3,3,No
50,No,17,14,4,1,Divorced,13269,3,5,No
20,No,2,2,3,3,Single,2783,3,1,No
34,No,3,11,4,2,Divorced,5433,3,1,No
36,No,7,4,1,2,Single,2013,3,2,No
49,No,6,15,3,3,Married,13966,3,2,Yes
36,No,1,3,4,3,Married,4374,3,0,No
36,No,3,5,4,1,Divorced,6842,3,6,No
54,No,22,10,2,3,Married,17426,3,3,No
43,No,15,14,3,3,Married,17603,3,1,No
35,Yes,12,11,4,4,Single,4581,4,3,Yes
38,No,1,13,4,4,Married,4735,4,7,No
29,No,5,10,1,2,Divorced,4187,2,1,Yes
33,No,2,6,4,4,Divorced,5505,3,1,No
32,No,2,9,4,2,Divorced,5470,2,0,No
31,No,5,10,1,4,Married,5476,3,1,No
49,No,16,2,4,1,Divorced,2587,2,4,Yes
38,No,2,4,4,2,Single,2440,3,1,No
47,No,2,3,2,2,Divorced,15972,3,6,No
49,No,1,8,3,3,Single,15379,3,4,No
41,No,23,2,4,3,Single,7082,3,3,Yes
20,No,9,2,4,1,Single,2728,3,1,No
33,No,16,6,3,4,Divorced,5368,3,1,Yes
36,No,26,3,1,3,Married,5347,2,6,No
44,No,1,2,3,4,Divorced,3195,3,4,Yes
23,Yes,8,5,4,3,Single,3989,3,1,Yes
38,No,4,0,4,3,Married,3306,2,7,No
53,No,24,4,2,4,Married,7005,3,3,No
48,Yes,7,9,4,3,Married,2655,3,2,Yes
32,Yes,2,1,4,2,Single,1393,3,1,No
26,No,7,7,4,4,Single,2570,3,1,No
55,No,22,4,1,2,Divorced,3537,3,5,No
34,No,5,15,2,4,Married,3986,4,1,No
60,No,1,1,3,4,Divorced,10883,4,3,No
33,No,21,14,2,2,Married,2028,3,1,No
37,No,1,6,3,4,Divorced,9525,2,1,No
34,No,19,10,2,4,Married,2929,3,1,No
23,Yes,7,3,3,4,Divorced,2275,3,1,Yes
44,No,2,8,3,4,Married,7879,3,1,Yes
35,No,2,5,1,4,Single,4930,4,0,Yes
43,No,2,10,4,4,Married,7847,3,1,Yes
24,No,9,5,3,3,Married,4401,3,1,No
41,No,6,10,4,3,Single,9241,3,1,No
29,No,9,5,4,3,Married,2974,3,9,No
36,No,2,13,3,4,Single,4502,2,3,No
45,No,1,23,3,3,Married,10748,2,3,No
24,Yes,22,1,4,3,Married,1555,3,1,No
47,Yes,9,23,3,3,Married,12936,1,7,No
26,No,17,3,4,3,Married,2305,4,1,No
45,No,28,21,4,2,Single,16704,3,1,No
32,No,10,5,1,3,Married,3433,2,6,No
31,No,2,5,2,3,Married,3477,4,1,No
41,No,4,3,3,2,Married,6430,3,6,No
40,No,8,1,2,1,Married,6516,3,2,Yes
24,No,29,6,2,1,Divorced,3907,4,1,No
46,No,13,10,3,2,Single,5562,3,6,No
35,No,27,7,4,3,Married,6883,3,2,No
30,No,16,10,2,4,Married,2862,2,1,No
47,No,2,1,3,2,Married,4978,1,7,No
46,No,2,10,3,4,Divorced,10368,2,4,Yes
36,Yes,13,2,2,1,Divorced,6134,3,5,Yes
32,Yes,1,0,1,2,Single,6735,3,6,No
23,No,4,3,3,2,Single,3295,1,1,No
31,No,24,5,4,4,Single,5238,2,2,No
39,No,1,9,4,4,Married,6472,3,1,Yes
32,No,19,4,4,3,Married,9610,1,3,No
40,No,7,21,2,2,Single,19833,2,1,No
45,No,4,5,3,3,Married,9756,4,4,No
30,No,2,9,4,1,Single,4968,3,0,No
24,No,10,2,1,4,Married,2145,3,0,No
30,Yes,8,4,3,4,Divorced,2180,2,6,No
31,No,5,5,1,3,Married,8346,3,1,No
27,No,8,6,3,4,Single,3445,2,1,No
29,Yes,9,2,2,2,Single,2760,3,1,No
29,No,1,3,4,3,Single,6294,4,8,Yes
30,No,15,7,3,1,Divorced,7140,3,2,No
34,No,2,5,4,4,Married,2932,3,0,Yes
33,No,2,11,4,2,Single,5147,2,8,No
49,No,11,5,4,4,Single,4507,4,3,No
33,Yes,16,0,1,1,Single,8564,2,2,Yes
38,No,2,6,3,2,Married,2468,2,4,No
31,Yes,16,1,1,3,Married,8161,3,2,No
29,No,4,1,4,1,Divorced,2109,3,1,No
30,No,16,7,3,3,Married,5294,3,3,No
32,No,5,7,2,2,Single,2718,3,2,No
38,No,18,1,2,4,Married,5811,3,3,Yes
43,Yes,17,1,3,3,Married,2437,3,9,Yes
42,No,12,5,2,2,Divorced,2766,2,8,No
55,No,2,1,3,1,Married,19038,3,8,No
33,No,4,9,4,2,Divorced,3055,2,5,No
41,No,9,5,3,1,Divorced,2289,3,1,No
34,No,10,15,4,3,Divorced,4001,3,1,Yes
53,No,1,3,1,3,Married,12965,2,4,Yes
43,No,2,9,2,4,Single,3539,3,0,No
34,No,3,2,4,4,Single,6029,3,5,No
21,Yes,7,1,2,2,Single,2679,3,1,No
38,No,6,5,4,3,Married,3702,3,1,No
22,Yes,8,1,3,1,Married,2398,3,1,Yes
31,No,29,12,1,4,Married,5468,3,1,No
51,No,3,2,1,3,Married,13116,3,2,No
37,No,9,5,2,2,Married,4189,3,1,No
46,No,2,2,3,4,Divorced,19328,3,7,Yes
36,No,10,12,4,1,Married,8321,3,7,Yes
44,Yes,1,5,3,2,Divorced,2342,2,1,Yes
37,No,8,10,3,2,Divorced,4071,2,2,No
35,Yes,27,10,3,4,Single,5813,3,1,Yes
33,No,8,10,4,1,Married,3143,3,6,No
28,No,1,5,3,4,Married,2044,4,1,No
39,No,10,4,3,3,Single,13464,3,7,No
46,No,26,2,2,2,Single,7991,3,8,No
40,No,2,4,3,1,Married,3377,2,4,No
42,No,13,0,2,1,Married,5538,2,5,No
35,No,2,7,2,4,Divorced,5762,3,2,No
38,No,2,11,1,2,Divorced,2592,3,5,No
34,Yes,9,7,4,1,Married,5346,2,4,No
37,Yes,10,10,4,1,Single,4213,1,1,No
39,No,20,2,3,4,Divorced,4127,3,2,No
43,No,9,3,1,3,Single,2438,2,4,No
41,No,5,3,2,2,Single,6870,1,3,No
41,No,4,22,3,3,Divorced,10447,4,0,Yes
30,No,10,7,1,3,Single,9667,3,9,No
26,Yes,20,5,4,2,Married,2148,3,0,Yes
46,Yes,21,9,4,2,Married,8926,4,4,No
40,No,1,5,3,4,Divorced,6513,3,4,No
34,No,8,10,2,3,Married,6799,3,1,No
58,No,2,16,2,2,Divorced,16291,2,4,No
35,No,23,5,2,3,Married,2705,4,0,No
47,No,4,22,3,2,Divorced,10333,3,8,Yes
40,No,12,7,2,1,Divorced,4448,3,2,No
54,No,7,7,4,4,Married,6854,2,4,No
31,No,7,3,1,1,Married,9637,3,2,No
28,No,1,3,3,1,Married,3591,3,1,No
38,No,2,4,2,4,Married,5405,2,2,Yes
26,No,10,5,3,4,Single,4684,3,1,No
58,No,15,2,1,3,Married,15787,3,2,Yes
18,No,14,0,2,3,Single,1514,1,1,No
31,Yes,18,1,4,1,Married,2956,3,0,No
29,Yes,13,2,1,1,Divorced,2335,3,4,Yes
45,No,2,8,3,3,Married,5154,4,4,No
36,No,2,1,4,2,Married,6962,3,4,Yes
43,No,2,7,1,4,Married,5675,3,1,No
27,No,5,5,4,4,Single,2379,2,0,Yes
29,No,20,11,4,4,Married,3812,4,1,No
32,No,10,0,4,4,Single,4648,4,8,No
42,No,10,6,3,3,Married,2936,2,3,No
47,No,9,2,2,3,Single,2105,3,4,No
46,No,2,9,4,4,Divorced,8578,2,3,No
28,No,1,3,3,4,Divorced,2706,3,1,No
29,No,29,7,4,3,Divorced,6384,3,8,No
42,No,8,0,4,3,Single,3968,3,4,No
32,Yes,2,2,3,2,Single,9907,2,7,Yes
46,No,3,19,1,1,Divorced,13225,3,2,No
27,No,23,9,2,3,Married,3540,3,1,No
29,No,6,1,4,2,Married,2804,3,1,No
43,No,6,16,1,3,Married,19392,3,7,No
48,No,10,22,4,2,Married,19665,3,4,No
29,Yes,24,1,4,4,Single,2439,2,1,Yes
46,Yes,10,8,3,2,Married,7314,3,5,No
27,No,15,7,4,1,Married,4774,2,0,No
39,No,19,2,4,4,Divorced,3902,3,8,No
55,No,2,5,2,4,Married,2662,4,8,No
28,No,3,1,2,2,Married,2856,3,1,No
30,Yes,9,1,2,4,Single,1081,2,1,No
22,Yes,7,1,4,2,Single,2472,3,1,Yes
36,No,10,10,2,3,Married,5673,3,1,Yes
31,No,20,10,2,3,Divorced,4197,3,1,No
34,No,4,5,3,4,Married,9713,3,2,Yes
29,No,7,3,4,1,Single,2062,3,3,No
37,No,7,5,4,1,Married,4284,3,5,Yes
35,No,16,3,4,2,Married,4788,3,0,Yes
45,No,25,9,2,4,Married,5906,2,0,No
36,No,2,10,2,4,Single,3886,2,1,No
40,No,1,19,1,1,Divorced,16823,3,2,No
26,No,1,1,2,3,Married,2933,2,1,Yes
27,No,2,8,1,3,Single,6500,2,0,No
48,No,22,22,4,4,Divorced,17174,3,3,No
44,No,1,2,2,1,Married,5033,3,2,No
34,Yes,16,5,4,1,Married,2307,3,1,Yes
56,Yes,24,4,1,4,Single,2587,3,1,No
36,No,17,4,3,2,Married,5507,1,2,No
41,No,8,5,3,2,Married,4393,3,5,No
42,No,6,13,3,1,Married,13348,4,9,No
31,No,10,5,3,4,Divorced,6583,3,2,Yes
34,No,3,4,4,4,Married,8103,2,3,Yes
31,No,4,2,1,3,Divorced,3978,2,8,No
26,No,6,7,3,4,Married,2544,3,0,No
45,No,1,4,2,3,Single,5399,3,4,No
33,No,10,10,2,3,Single,5487,2,1,No
28,No,1,7,3,4,Married,6834,3,1,Yes
29,Yes,24,1,3,1,Single,1091,3,1,No
39,No,21,3,1,3,Married,5736,3,6,No
27,No,2,5,2,2,Married,2226,2,1,No
34,No,22,15,3,4,Married,5747,3,1,Yes
28,Yes,13,2,4,3,Single,9854,3,3,Yes
47,No,14,8,3,2,Married,5467,4,8,No
56,No,11,0,4,1,Married,5380,3,4,No
39,No,9,10,1,1,Married,5151,3,1,No
38,No,8,20,4,2,Divorced,2133,3,1,Yes
58,No,21,1,4,4,Married,17875,2,4,Yes
32,Yes,5,4,1,3,Single,2432,3,3,Yes
38,No,9,5,2,4,Divorced,4771,4,2,No
49,No,2,5,2,4,Married,19161,3,3,No
42,No,12,0,2,4,Divorced,5087,3,3,Yes
27,Yes,22,1,1,2,Married,2863,3,1,No
35,No,18,5,2,1,Married,5561,1,0,No
28,No,16,5,3,3,Single,2144,2,1,No
31,No,3,4,3,1,Divorced,3065,4,1,Yes
36,No,9,5,1,2,Married,2810,3,1,No
34,No,1,14,1,4,Single,9888,2,1,No
34,No,13,8,4,3,Divorced,8628,2,1,No
26,No,1,7,3,1,Single,2867,2,0,No
29,No,1,5,1,1,Married,5373,2,0,No
32,No,15,5,3,4,Divorced,6667,3,5,No
31,No,1,10,4,1,Married,5003,3,1,No
28,Yes,17,4,3,4,Divorced,2367,2,5,No
38,No,1,1,1,1,Single,2858,2,4,No
35,No,7,10,3,4,Married,5204,3,1,Yes
27,No,9,7,4,4,Single,4105,3,1,No
32,No,5,1,4,4,Single,9679,3,8,No
31,Yes,26,10,1,4,Married,5617,3,1,Yes
53,Yes,24,2,1,1,Single,10448,2,6,Yes
54,No,9,4,1,3,Married,2897,2,3,No
33,No,7,9,4,3,Divorced,5968,3,1,No
43,No,11,10,1,3,Married,7510,3,1,No
38,No,1,6,4,2,Married,2991,3,0,Yes
55,No,26,10,3,2,Married,19636,3,4,Yes
31,No,2,1,4,4,Divorced,1129,3,1,Yes
39,No,15,20,2,1,Single,13341,3,0,No
42,No,23,20,4,3,Single,4332,3,1,No
31,No,10,11,3,3,Married,11031,4,4,No
54,No,10,5,3,1,Single,4440,3,6,Yes
24,No,1,4,2,3,Single,4617,2,1,No
23,No,12,5,4,4,Single,2647,4,1,No
40,No,11,10,4,3,Married,6323,4,1,No
40,No,2,11,2,2,Married,5677,3,3,No
25,No,2,2,3,2,Married,2187,3,4,No
30,No,1,12,4,2,Married,3748,2,1,No
25,No,2,2,4,3,Divorced,3977,2,6,Yes
47,No,25,17,1,3,Single,8633,3,2,No
33,No,1,1,2,3,Divorced,2008,2,1,No
38,No,1,15,4,2,Married,4440,3,0,No
31,No,2,2,1,3,Married,3067,3,0,No
38,No,6,8,1,3,Married,5321,3,2,No
42,No,18,4,4,1,Divorced,5410,2,6,Yes
41,No,1,5,4,4,Married,2782,3,3,No
47,No,1,13,3,2,Married,11957,1,0,No
35,No,11,2,4,3,Married,2660,3,7,Yes
22,No,1,3,4,3,Single,3375,4,0,No
35,No,9,10,2,3,Single,5098,3,1,No
33,No,15,9,2,4,Married,4878,3,0,Yes
32,No,29,6,3,2,Single,2837,3,1,No
40,No,1,1,1,4,Married,2406,2,8,No
32,No,1,2,2,2,Married,2269,3,0,No
39,No,24,7,1,4,Single,4108,3,7,No
38,No,10,18,2,3,Married,13206,3,3,No
32,No,1,14,3,4,Married,10422,3,1,No
37,No,10,16,3,4,Married,13744,3,1,Yes
25,No,8,5,1,3,Divorced,4907,2,0,Yes
52,No,29,9,1,4,Divorced,3482,2,2,No
44,No,1,4,2,4,Single,2436,3,6,Yes
21,No,5,2,3,1,Single,2380,3,1,Yes
39,No,9,6,4,4,Single,19431,2,2,No
23,Yes,9,1,4,1,Married,1790,2,1,No
36,No,3,9,1,4,Married,7644,3,0,No
36,No,4,4,4,2,Divorced,5131,3,7,No
56,No,1,13,3,3,Divorced,6306,2,1,No
29,Yes,1,2,1,4,Married,4787,4,9,Yes
42,No,2,22,1,3,Married,18880,2,5,No
56,Yes,7,10,4,3,Married,2339,1,8,No
41,No,28,20,1,2,Married,13570,3,0,No
34,No,28,8,4,3,Married,6712,3,1,No
36,No,15,15,4,4,Divorced,5406,2,1,No
41,No,3,5,3,2,Divorced,8938,3,2,No
32,No,2,4,4,1,Single,2439,3,1,No
35,No,26,9,3,4,Single,8837,3,1,Yes
38,No,10,10,1,4,Married,5343,3,1,No
50,Yes,1,6,2,3,Divorced,6728,3,7,No
36,No,11,6,2,4,Married,6652,2,4,No
45,No,20,5,4,3,Single,4850,3,8,No
40,No,2,2,3,3,Single,2809,3,2,No
35,No,18,10,3,3,Married,5689,4,1,Yes
40,No,2,5,3,3,Married,2001,3,2,No
35,No,1,4,3,4,Married,2977,3,1,No
29,No,13,4,4,2,Married,4025,3,4,Yes
29,No,28,5,4,1,Single,3785,1,1,No
50,Yes,28,3,4,1,Divorced,10854,3,4,Yes
39,No,24,20,2,4,Married,12031,2,0,No
31,No,5,9,2,1,Single,9936,3,0,No
26,No,5,4,4,3,Single,2966,3,0,No
36,No,23,5,3,4,Married,2571,3,4,No
39,No,6,7,4,1,Married,9991,3,4,No
27,No,4,6,2,2,Married,6142,3,1,Yes
49,No,2,9,4,2,Married,5390,2,2,No
34,No,8,4,2,3,Married,4404,4,2,No
41,Yes,1,6,2,4,Single,5993,1,8,Yes
49,No,8,10,3,2,Married,5130,3,1,No
37,Yes,2,0,4,3,Single,2090,3,6,Yes
33,No,3,8,4,3,Married,2909,3,1,Yes
27,No,2,2,1,2,Married,3468,3,9,No
32,No,2,7,4,4,Single,3068,2,0,No
59,No,3,1,3,1,Married,2670,2,4,Yes
30,No,24,1,4,3,Divorced,2693,3,1,No
38,No,23,9,4,3,Single,9526,3,0,No
36,No,27,7,3,3,Married,5237,2,6,No
35,No,16,5,1,2,Married,2426,3,0,No
29,No,15,9,4,3,Single,4193,3,0,Yes
31,No,26,5,1,3,Divorced,2911,2,1,No
34,No,19,2,2,4,Divorced,2661,3,0,No
28,Yes,24,4,3,3,Single,2028,3,5,Yes
29,No,21,10,2,1,Divorced,9980,3,1,No
32,No,5,6,1,2,Divorced,3298,2,0,Yes
22,No,16,1,4,4,Divorced,2935,2,1,Yes
53,No,2,25,1,4,Married,15427,3,2,No
38,No,2,3,4,4,Single,3944,3,5,Yes
24,No,11,4,1,3,Divorced,4011,2,0,No
36,Yes,9,5,3,1,Single,3407,3,7,No
34,No,7,12,1,2,Single,11994,3,0,No
21,No,15,0,3,4,Single,1232,3,1,No
34,Yes,6,4,2,1,Single,2960,3,2,No
53,No,5,14,3,3,Divorced,19094,2,4,No
32,Yes,16,10,2,1,Single,3919,3,1,Yes
42,No,8,9,3,2,Married,6825,3,0,No
44,No,7,22,1,4,Married,10248,3,3,No
46,No,2,2,2,1,Single,18947,2,3,No
33,No,2,1,3,4,Single,2496,3,4,No
44,No,10,4,4,4,Married,6465,4,2,Yes
30,No,9,10,4,3,Single,2206,3,1,No
39,Yes,5,1,4,4,Married,2086,4,3,No
24,Yes,1,2,2,4,Married,2293,2,2,Yes
43,No,2,5,4,3,Divorced,2645,2,1,No
50,Yes,3,3,1,3,Married,2683,3,1,Yes
35,No,2,2,4,4,Married,2014,3,1,No
36,No,5,1,2,1,Married,3419,4,9,Yes
33,No,1,5,3,1,Married,5376,3,2,No
35,No,4,1,3,4,Divorced,1951,3,1,No
27,No,2,1,4,1,Divorced,2341,3,1,No
26,Yes,25,1,1,3,Single,2293,2,1,No
27,No,8,9,4,3,Single,8726,3,1,No
30,No,1,12,3,4,Single,4011,3,1,No
41,Yes,12,22,2,3,Married,19545,3,1,No
34,No,23,9,2,3,Single,4568,3,0,No
37,No,19,1,2,2,Married,3022,3,4,No
46,No,5,9,1,4,Single,5772,3,4,Yes
35,No,8,1,4,4,Married,2269,3,1,No
48,Yes,1,1,1,3,Single,5381,3,9,Yes
28,Yes,5,2,3,3,Single,3441,2,1,Yes
44,No,1,4,2,1,Divorced,5454,2,5,Yes
35,No,11,4,3,1,Married,9884,3,2,Yes
26,No,23,2,3,4,Married,4157,2,7,Yes
33,No,1,15,1,4,Single,13458,3,1,Yes
35,No,18,9,2,1,Married,9069,2,1,No
35,No,23,2,3,1,Married,4014,3,3,Yes
31,No,7,7,4,4,Divorced,5915,2,3,No
37,No,1,7,1,3,Divorced,5993,4,1,No
32,No,1,9,1,4,Married,6162,3,1,Yes
38,No,29,10,4,4,Single,2406,3,1,No
50,No,7,27,2,3,Divorced,18740,2,5,Yes
59,No,25,21,1,1,Single,7637,2,7,No
36,No,8,17,3,3,Divorced,10096,3,1,No
55,No,8,5,4,3,Divorced,14756,3,2,Yes
36,No,11,6,2,2,Single,6499,3,1,No
45,No,7,1,2,1,Divorced,9724,3,2,No
35,No,1,3,2,1,Married,2194,2,4,No
36,Yes,9,1,4,3,Married,3388,2,0,Yes
59,No,1,4,1,3,Single,5473,2,7,No
29,No,2,5,3,2,Married,2703,3,0,No
31,No,1,1,3,2,Single,2501,3,1,No
32,No,1,10,2,2,Married,6220,3,1,No
36,No,6,1,2,4,Married,3038,3,3,No
31,No,8,11,3,4,Single,4424,3,1,No
35,No,1,15,3,1,Single,4312,3,0,No
45,No,6,0,4,1,Married,13245,4,4,Yes
37,No,7,5,1,3,Single,13664,4,4,No
46,No,5,4,2,2,Divorced,5021,3,8,Yes
30,No,1,10,4,4,Married,5126,2,1,Yes
35,No,1,6,2,3,Single,2859,3,1,No
55,No,1,1,1,4,Married,10239,3,3,No
38,No,6,13,2,4,Divorced,5329,3,7,Yes
34,No,1,5,1,2,Married,4325,3,1,No
56,No,7,6,4,4,Single,7260,2,4,No
23,No,2,0,3,1,Divorced,2322,3,3,No
51,No,9,4,4,4,Married,2075,3,3,No
30,No,2,11,3,4,Married,4152,3,1,No
46,Yes,9,9,3,4,Single,9619,3,1,No
40,No,1,22,3,2,Married,13503,2,1,No
51,No,21,10,3,4,Single,5441,1,0,Yes
30,No,4,11,3,2,Divorced,5209,2,1,Yes
46,No,1,10,3,1,Married,10673,2,2,Yes
32,No,6,11,2,3,Single,5010,3,1,No
54,No,2,4,1,3,Married,13549,1,9,No
24,No,3,3,1,3,Married,4999,2,0,No
28,No,4,5,2,3,Married,4221,4,1,No
58,No,10,37,4,3,Single,13872,2,0,No
44,No,23,3,2,2,Married,2042,4,4,No
37,Yes,6,3,3,1,Divorced,2073,3,4,Yes
32,No,1,1,4,1,Single,2956,3,1,No
20,Yes,6,1,4,4,Single,2926,3,1,Yes
34,No,6,16,1,3,Single,4809,3,1,No
37,No,2,1,3,4,Divorced,5163,4,5,No
59,No,2,3,3,4,Married,18844,3,9,No
50,No,1,8,1,2,Married,18172,2,3,Yes
25,Yes,5,6,3,3,Single,5744,3,1,Yes
25,No,7,2,4,4,Married,2889,3,1,No
22,No,15,0,2,4,Single,2871,3,1,No
51,No,1,13,1,1,Single,7484,2,3,No
34,Yes,7,9,1,3,Single,6074,3,1,Yes
54,No,26,5,4,4,Single,17328,3,2,Yes
24,No,18,5,2,3,Married,2774,3,0,No
34,No,6,1,3,2,Divorced,4505,3,6,No
37,No,3,5,3,4,Single,7428,3,2,No
34,No,5,11,3,1,Single,11631,3,2,No
36,No,11,9,2,4,Married,9738,3,0,No
36,No,3,1,1,4,Divorced,2835,3,5,No
43,No,26,25,3,4,Married,16959,4,1,Yes
30,No,23,10,1,3,Divorced,2613,2,1,No
33,No,22,7,3,2,Married,6146,4,0,No
56,Yes,14,5,2,2,Married,4963,3,9,Yes
51,No,6,20,1,3,Single,19537,3,7,No
31,Yes,6,7,2,3,Married,6172,2,4,Yes
26,No,6,5,3,2,Married,2368,2,1,No
58,Yes,23,40,4,4,Married,10312,2,1,No
19,Yes,22,0,4,3,Single,1675,2,1,Yes
22,No,2,2,3,4,Married,2523,3,0,No
49,No,20,15,3,1,Married,6567,2,1,No
43,No,28,3,2,3,Single,4739,3,4,No
50,No,12,2,3,4,Single,9208,3,4,No
31,Yes,20,2,2,3,Married,4559,3,3,Yes
41,No,9,9,3,3,Divorced,8189,3,3,Yes
26,No,25,8,3,3,Married,2942,3,1,No
36,No,6,3,2,2,Divorced,4941,3,6,No
51,Yes,8,4,1,4,Single,10650,3,2,No
39,No,4,15,4,3,Married,5902,4,4,No
25,No,28,2,1,3,Married,8639,3,2,No
30,No,9,11,3,4,Married,6347,1,0,Yes
32,Yes,9,5,1,1,Single,4200,4,7,No
45,No,29,6,3,4,Single,3452,2,5,No
38,No,3,3,4,3,Single,4317,3,3,Yes
30,No,18,5,1,3,Single,2632,2,1,No
32,No,9,8,4,4,Divorced,4668,4,0,No
30,No,5,3,4,1,Divorced,3204,3,5,No
30,No,2,5,2,4,Single,2720,3,0,No
41,No,10,7,4,1,Divorced,17181,2,4,No
41,No,9,5,3,1,Married,2238,3,2,No
19,No,3,1,2,2,Single,1483,3,1,No
40,No,26,20,2,2,Divorced,5605,3,1,No
35,No,1,10,3,2,Married,7295,3,1,No
53,No,6,7,2,3,Married,2306,1,2,Yes
45,No,9,17,2,2,Divorced,2348,1,8,No
32,No,8,9,2,4,Single,8998,3,1,No
29,No,1,10,4,3,Married,4319,3,1,No
51,No,7,1,2,3,Married,6132,3,2,No
58,No,9,1,2,2,Married,3346,2,4,Yes
40,No,4,12,3,4,Married,10855,2,7,No
34,No,2,4,3,3,Married,2231,3,6,No
22,No,19,2,3,4,Married,2323,3,1,No
27,No,9,2,4,2,Divorced,2024,1,6,No
28,No,21,5,3,4,Married,2713,1,1,No
57,No,24,5,3,4,Divorced,9439,1,3,Yes
27,No,3,1,3,3,Divorced,2566,2,1,Yes
50,No,11,5,3,2,Single,19926,3,3,No
41,No,14,9,1,3,Divorced,2451,3,4,No
30,No,5,10,2,4,Married,9419,3,2,No
38,No,1,8,1,4,Single,8686,4,4,No
32,No,6,5,3,3,Single,3038,3,3,No
27,No,17,5,3,2,Married,3058,2,0,Yes
19,Yes,1,0,3,1,Single,2325,4,0,No
36,No,3,8,4,2,Single,2088,2,4,No
